"word","pos","definition_ko","ipa","forms"
"tab","noun","탭, 꼬리표","/tæb/","[{""form"": ""tabs"", ""tags"": [""plural""]}, {""form"": ""Tab"", ""tags"": [""alternative""]}, {""form"": ""Tabs"", ""tags"": [""plural""]}]"
"tab","verb","탭을 붙이다","/tæb/","[{""form"": ""tabs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""tabbing"", ""tags"": [""participle"", ""present""]}, {""form"": ""tabbed"", ""tags"": [""participle"", ""past""]}]"
"magical","adj","마법의","/ˈmæd͡ʒ.ɪ.kəl/","[{""form"": ""more magical"", ""tags"": [""comparative""]}, {""form"": ""most magical"", ""tags"": [""superlative""]}, {""form"": ""magicall"", ""tags"": [""alternative""]}, {""form"": ""magyckal"", ""tags"": [""alternative""]}]"
"administer","verb","관리하다, 집행하다","/ədˈmɪn.ɪ.stə/","[{""form"": ""administers"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""administering"", ""tags"": [""participle"", ""present""]}, {""form"": ""administered"", ""tags"": [""participle"", ""past""]}, {""form"": ""administered"", ""tags"": [""past""]}, {""form"": ""administre"", ""tags"": [""alternative"", ""obsolete""]}]"
"commerce","noun","무역, 교역, 상업","/ˈkɒm.əs/","[{""form"": ""commerces"", ""tags"": [""plural""]}]"
"assess","verb","평가하다, 측정하다","/əˈsɛs/","[{""form"": ""assesses"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""assessing"", ""tags"": [""participle"", ""present""]}, {""form"": ""assessed"", ""tags"": [""participle"", ""past""]}, {""form"": ""assessed"", ""tags"": [""past""]}]"
"provision","noun","공급, 조항","/pɹəˈvɪʒ.ən/","[{""form"": ""provisions"", ""tags"": [""plural""]}]"
"provision","verb","식량을 공급하다","/pɹəˈvɪʒ.ən/","[{""form"": ""provisions"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""provisioning"", ""tags"": [""participle"", ""present""]}, {""form"": ""provisioned"", ""tags"": [""participle"", ""past""]}, {""form"": ""provisioned"", ""tags"": [""past""]}]"
"goodness","noun","선, 미덕","/ˈɡʊdnəs/","[{""form"": ""goodnesses"", ""tags"": [""plural""]}]"
"goodness","intj","어머나!, 맙소사!","/ˈɡʊdnəs/","[]"
"unbelievable","adj","믿을 수 없는","/ˌʌnbɪˈliːvəbl̩/","[{""form"": ""more unbelievable"", ""tags"": [""comparative""]}, {""form"": ""unbelievabler"", ""tags"": [""comparative"", ""nonstandard"", ""rare""]}, {""form"": ""most unbelievable"", ""tags"": [""superlative""]}, {""form"": ""unbelievablest"", ""tags"": [""nonstandard"", ""rare"", ""superlative""]}]"
"unpleasant","adj","언짢다","/ʌnˈplɛzn̩t/","[{""form"": ""unpleasanter"", ""tags"": [""comparative""]}, {""form"": ""more unpleasant"", ""tags"": [""comparative""]}, {""form"": ""unpleasantest"", ""tags"": [""superlative""]}, {""form"": ""most unpleasant"", ""tags"": [""superlative""]}]"
"retain","verb","유지하다, 보유하다","/ɹɪˈteɪn/","[{""form"": ""retains"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""retaining"", ""tags"": [""participle"", ""present""]}, {""form"": ""retained"", ""tags"": [""participle"", ""past""]}, {""form"": ""retained"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""retain"", ""tags"": [""infinitive""]}, {""form"": ""retain"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""retained"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""retain"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""retainest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""retained"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""retainedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""retains"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""retaineth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""retained"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""retain"", ""tags"": [""plural"", ""present""]}, {""form"": ""retained"", ""tags"": [""past"", ""plural""]}, {""form"": ""retain"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""retained"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""retain"", ""tags"": [""imperative"", ""present""]}, {""form"": ""retaining"", ""tags"": [""participle"", ""present""]}, {""form"": ""retained"", ""tags"": [""participle"", ""past""]}]"
"residential","adj","주거의, 거주의","/ˌrɛzɪˈdɛnʃəl/","[{""form"": ""more residential"", ""tags"": [""comparative""]}, {""form"": ""most residential"", ""tags"": [""superlative""]}]"
"residential","noun","주거지","/ˌrɛzɪˈdɛnʃəl/","[{""form"": ""residentials"", ""tags"": [""plural""]}]"
"ranch","noun","목장","/ˈɹɑːnt͡ʃ/","[{""form"": ""ranches"", ""tags"": [""plural""]}]"
"ranch","verb","목장을 운영하다","/ˈɹɑːnt͡ʃ/","[{""form"": ""ranches"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""ranching"", ""tags"": [""participle"", ""present""]}, {""form"": ""ranched"", ""tags"": [""participle"", ""past""]}, {""form"": ""ranched"", ""tags"": [""past""]}]"
"dumb","adj","어리석은, 말을 못하는","/dʌm/","[{""form"": ""dumber"", ""tags"": [""comparative""]}, {""form"": ""dumbest"", ""tags"": [""superlative""]}]"
"dumb","verb","쉽게 만들다","/dʌm/","[{""form"": ""dumbs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""dumbing"", ""tags"": [""participle"", ""present""]}, {""form"": ""dumbed"", ""tags"": [""participle"", ""past""]}, {""form"": ""dumbed"", ""tags"": [""past""]}]"
"dumb","adv","어리석게","/dʌm/","[]"
"minimal","adj","최소의, 최소한의","/ˈmɪn.ɪ.məl/","[{""form"": ""more minimal"", ""tags"": [""comparative""]}, {""form"": ""most minimal"", ""tags"": [""superlative""]}, {""form"": ""min."", ""tags"": [""alternative"", ""abbreviation""]}]"
"minimal","noun","최소한의 것","/ˈmɪn.ɪ.məl/","[{""form"": ""minimals"", ""tags"": [""plural""]}, {""form"": ""min."", ""tags"": [""alternative"", ""abbreviation""]}]"
"emotional","adj","감성적인","/ɪˈməʊʃənəl/","[{""form"": ""more emotional"", ""tags"": [""comparative""]}, {""form"": ""most emotional"", ""tags"": [""superlative""]}]"
"emotional","noun","감성적인","/ɪˈməʊʃənəl/","[{""form"": ""emotionals"", ""tags"": [""plural""]}]"
"fossil","noun","화석","/ˈfɒsl̩/","[{""form"": ""fossils"", ""tags"": [""plural""]}]"
"parental","adj","부모의","/pəˈɹɛn.təl/","[{""form"": ""more parental"", ""tags"": [""comparative""]}, {""form"": ""most parental"", ""tags"": [""superlative""]}]"
"parental","noun","부모","/pəˈɹɛn.təl/","[{""form"": ""parentals"", ""tags"": [""plural""]}]"
"quarterback","noun","쿼터백 (미식축구)","/ˈkwɔːtəbak/","[{""form"": ""quarterbacks"", ""tags"": [""plural""]}]"
"quarterback","verb","쿼터백으로 뛰다","/ˈkwɔːtəbak/","[{""form"": ""quarterbacks"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""quarterbacking"", ""tags"": [""participle"", ""present""]}, {""form"": ""quarterbacked"", ""tags"": [""participle"", ""past""]}, {""form"": ""quarterbacked"", ""tags"": [""past""]}]"
"unexpected","adj","예상치 못한, 뜻밖의","/ʌnɪkˈspɛktɪd/","[{""form"": ""more unexpected"", ""tags"": [""comparative""]}, {""form"": ""most unexpected"", ""tags"": [""superlative""]}]"
"unclear","adj","불분명한, 애매한, 모호한","/ʌnˈklɪɚ/","[{""form"": ""unclearer"", ""tags"": [""comparative""]}, {""form"": ""more unclear"", ""tags"": [""comparative""]}, {""form"": ""unclearest"", ""tags"": [""superlative""]}, {""form"": ""most unclear"", ""tags"": [""superlative""]}]"
"protective","adj","보호하는","/pɹəˈtɛk.tɪv/","[{""form"": ""more protective"", ""tags"": [""comparative""]}, {""form"": ""most protective"", ""tags"": [""superlative""]}]"
"protective","noun","보호물","/pɹəˈtɛk.tɪv/","[{""form"": ""protectives"", ""tags"": [""plural""]}]"
"contributor","noun","기여자, 기고자","/kənˈtɹɪb.jə.tɚ/","[{""form"": ""contributors"", ""tags"": [""plural""]}, {""form"": ""contributour"", ""tags"": [""alternative""]}]"
"undergo","verb","겪다, 경험하다","/ˌʌndɚˈɡoʊ/","[{""form"": ""undergoes"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""undergoing"", ""tags"": [""participle"", ""present""]}, {""form"": ""underwent"", ""tags"": [""past""]}, {""form"": ""undergone"", ""tags"": [""participle"", ""past""]}]"
"unfortunately","adv","불행하게도, 유감스럽게도","/ʌnˈfɔː.tjʊ.nət.li/","[{""form"": ""more unfortunately"", ""tags"": [""comparative""]}, {""form"": ""most unfortunately"", ""tags"": [""superlative""]}]"
"coastal","adj","해안의, 연안의","/ˈkoʊstəl/","[{""form"": ""more coastal"", ""tags"": [""comparative""]}, {""form"": ""most coastal"", ""tags"": [""superlative""]}]"
"experienced","adj","경험 많은, 노련한","/ɪkˈspɪɹ.i.ənst/","[{""form"": ""more experienced"", ""tags"": [""comparative""]}, {""form"": ""most experienced"", ""tags"": [""superlative""]}]"
"experienced","verb","경험했다","/ɪkˈspɪɹ.i.ənst/","[]"
"surprising","verb","놀라게 하는, 뜻밖의","/səˈpɹaɪzɪŋ/","[]"
"surprising","adj","놀라운, 뜻밖의","/səˈpɹaɪzɪŋ/","[{""form"": ""more surprising"", ""tags"": [""comparative""]}, {""form"": ""most surprising"", ""tags"": [""superlative""]}]"
"surprising","noun","놀라움","/səˈpɹaɪzɪŋ/","[{""form"": ""surprisings"", ""tags"": [""plural""]}]"
"peaceful","adj","평화롭다","/ˈpiːsfl̩/","[{""form"": ""more peaceful"", ""tags"": [""comparative""]}, {""form"": ""peacefuller"", ""tags"": [""comparative""]}, {""form"": ""peacefuler"", ""tags"": [""comparative""]}, {""form"": ""most peaceful"", ""tags"": [""superlative""]}, {""form"": ""peacefullest"", ""tags"": [""superlative""]}, {""form"": ""peacefulest"", ""tags"": [""superlative""]}, {""form"": ""peacefull"", ""tags"": [""alternative"", ""archaic""]}]"
"chuckle","noun","낄낄 웃음","/ˈt͡ʃʌkəl/","[{""form"": ""chuckles"", ""tags"": [""plural""]}]"
"chuckle","verb","낄낄 웃다","/ˈt͡ʃʌkəl/","[{""form"": ""chuckles"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""chuckling"", ""tags"": [""participle"", ""present""]}, {""form"": ""chuckled"", ""tags"": [""participle"", ""past""]}, {""form"": ""chuckled"", ""tags"": [""past""]}]"
"garage","noun","차고, 정비소","/ɡəˈɹɑʒ/","[{""form"": ""garages"", ""tags"": [""plural""]}]"
"garage","verb","차고에 넣다, 정비소에 맡기다","/ɡəˈɹɑʒ/","[{""form"": ""garages"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""garaging"", ""tags"": [""participle"", ""present""]}, {""form"": ""garaged"", ""tags"": [""participle"", ""past""]}, {""form"": ""garaged"", ""tags"": [""past""]}]"
"precious","adj","귀중한, 값비싼, 소중한","/ˈpɹɛʃ.əs/","[{""form"": ""more precious"", ""tags"": [""comparative""]}, {""form"": ""most precious"", ""tags"": [""superlative""]}, {""form"": ""pretious"", ""tags"": [""alternative"", ""obsolete""]}]"
"precious","noun","귀중한","/ˈpɹɛʃ.əs/","[{""form"": ""preciouses"", ""tags"": [""plural""]}, {""form"": ""pretious"", ""tags"": [""alternative"", ""obsolete""]}]"
"precious","adv","매우, 몹시","/ˈpɹɛʃ.əs/","[{""form"": ""pretious"", ""tags"": [""alternative"", ""obsolete""]}]"
"predict","verb","예언하다, 예측하다","/pɹɪˈdɪkt/","[{""form"": ""predicts"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""predicting"", ""tags"": [""participle"", ""present""]}, {""form"": ""predicted"", ""tags"": [""participle"", ""past""]}, {""form"": ""predicted"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""predict"", ""tags"": [""infinitive""]}, {""form"": ""predict"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""predicted"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""predict"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""predictest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""predicted"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""predictedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""predicts"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""predicteth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""predicted"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""predict"", ""tags"": [""plural"", ""present""]}, {""form"": ""predicted"", ""tags"": [""past"", ""plural""]}, {""form"": ""predict"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""predicted"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""predict"", ""tags"": [""imperative"", ""present""]}, {""form"": ""predicting"", ""tags"": [""participle"", ""present""]}, {""form"": ""predicted"", ""tags"": [""participle"", ""past""]}, {""form"": ""prædict"", ""tags"": [""alternative"", ""archaic""]}]"
"negotiation","noun","교섭, 협상","/nɪˌɡəʊ.ʃiˈeɪ.ʃən/","[{""form"": ""negotiations"", ""tags"": [""plural""]}, {""form"": ""negociation"", ""tags"": [""alternative""]}]"
"strictly","adv","엄격히, 엄밀히","/ˈstɹɪktli/","[{""form"": ""strictlier"", ""tags"": [""comparative""]}, {""form"": ""more strictly"", ""tags"": [""comparative""]}, {""form"": ""strictliest"", ""tags"": [""superlative""]}, {""form"": ""most strictly"", ""tags"": [""superlative""]}]"
"environmental","adj","환경의","/ənˌvaɪ.ɚnˈmɛn.təl/","[]"
"environmental","noun","환경 관련자","/ənˌvaɪ.ɚnˈmɛn.təl/","[{""form"": ""environmentals"", ""tags"": [""plural""]}]"
"encouraging","adj","격려하는, 희망적인","/ɪnˈkʌɹɪd͡ʒɪŋ/","[{""form"": ""more encouraging"", ""tags"": [""comparative""]}, {""form"": ""most encouraging"", ""tags"": [""superlative""]}]"
"encouraging","verb","격려하는, 용기를 주는","/ɪnˈkʌɹɪd͡ʒɪŋ/","[]"
"encouraging","noun","격려","/ɪnˈkʌɹɪd͡ʒɪŋ/","[{""form"": ""encouragings"", ""tags"": [""plural""]}]"
"preparation","noun","준비","/ˌpɹɛpəˈɹeɪʃ(ə)n/","[{""form"": ""preparations"", ""tags"": [""plural""]}, {""form"": ""præparation"", ""tags"": [""alternative""]}]"
"instruct","verb","지시하다, 가르치다","/ɪnˈstɹʌkt/","[{""form"": ""instructs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""instructing"", ""tags"": [""participle"", ""present""]}, {""form"": ""instructed"", ""tags"": [""participle"", ""past""]}, {""form"": ""instructed"", ""tags"": [""past""]}]"
"engagement","noun","약혼, 혼약","/ɪnˈɡeɪd͡ʒ.mənt/","[{""form"": ""engagements"", ""tags"": [""plural""]}]"
"theater","noun","극장, 전구, 전역","/ˈθi(ə)tɚ/","[{""form"": ""theaters"", ""tags"": [""plural""]}, {""form"": ""theatre"", ""tags"": [""alternative""]}]"
"technically","adv","기술적으로, 엄밀히","/ˈtɛk.nɪˌkəl.i/","[{""form"": ""more technically"", ""tags"": [""comparative""]}, {""form"": ""most technically"", ""tags"": [""superlative""]}]"
"mom","noun","엄마","/mɑm/","[{""form"": ""moms"", ""tags"": [""plural""]}, {""form"": ""mam"", ""tags"": [""alternative""]}, {""form"": ""Mom"", ""tags"": [""alternative""]}, {""form"": ""mum"", ""tags"": [""alternative"", ""Australia"", ""British"", ""Ireland""]}, {""form"": ""Mum"", ""tags"": [""alternative"", ""Australia"", ""British"", ""Ireland""]}]"
"mom","verb","엄마 노릇을 하다","/mɑm/","[{""form"": ""moms"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""momming"", ""tags"": [""participle"", ""present""]}, {""form"": ""mommed"", ""tags"": [""participle"", ""past""]}, {""form"": ""mommed"", ""tags"": [""past""]}, {""form"": ""mam"", ""tags"": [""alternative""]}, {""form"": ""Mom"", ""tags"": [""alternative""]}, {""form"": ""mum"", ""tags"": [""alternative"", ""Australia"", ""British"", ""Ireland""]}, {""form"": ""Mum"", ""tags"": [""alternative"", ""Australia"", ""British"", ""Ireland""]}]"
"breathing","noun","호흡","/ˈbɹiːðɪŋ/","[{""form"": ""breathings"", ""tags"": [""plural""]}]"
"breathing","adj","호흡의, 숨쉬는","/ˈbɹiːðɪŋ/","[]"
"breathing","verb","숨쉬다 (진행형)","/ˈbɹiːðɪŋ/","[]"
"conscience","noun","양심, 량심","/ˈkɑn.ʃəns/","[{""form"": ""consciences"", ""tags"": [""plural""]}]"
"suburb","noun","근교, 교외, 구, 지구, 시외","/ˈsʌbɝb/","[{""form"": ""suburbs"", ""tags"": [""plural""]}]"
"importantly","adv","중요하게","/ɪmˈpɔː.tənt.li/","[{""form"": ""more importantly"", ""tags"": [""comparative""]}, {""form"": ""most importantly"", ""tags"": [""superlative""]}]"
"suspicious","adj","의심스러운, 수상한, 수상쩍은","/səˈspɪʃ.əs/","[{""form"": ""more suspicious"", ""tags"": [""comparative""]}, {""form"": ""most suspicious"", ""tags"": [""superlative""]}]"
"underwear","noun","속옷","/ˈʌndəwɛə/","[{""form"": ""underwears"", ""tags"": [""plural""]}]"
"replacement","noun","교체, 대체물","/ɹɪˈpleɪsmənt/","[{""form"": ""replacements"", ""tags"": [""plural""]}]"
"experimental","adj","실험적인, 시험적인","/ɪkspɛɹəˈmɛntəl/","[{""form"": ""more experimental"", ""tags"": [""comparative""]}, {""form"": ""most experimental"", ""tags"": [""superlative""]}]"
"experimental","noun","실험적","/ɪkspɛɹəˈmɛntəl/","[{""form"": ""experimentals"", ""tags"": [""plural""]}]"
"survey","noun","개관, 조사, 측량","/ˈsɝˌveɪ/","[{""form"": ""surveys"", ""tags"": [""plural""]}]"
"survey","verb","둘러보다, 전망하다, 조사하다, 검사하다, 측량하다","/ˈsɝˌveɪ/","[{""form"": ""surveys"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""surveying"", ""tags"": [""participle"", ""present""]}, {""form"": ""surveyed"", ""tags"": [""participle"", ""past""]}, {""form"": ""surveyed"", ""tags"": [""past""]}]"
"exclusively","adv","독점적으로, 오직","/ɪkˈskluːsɪvli/","[{""form"": ""more exclusively"", ""tags"": [""comparative""]}, {""form"": ""most exclusively"", ""tags"": [""superlative""]}]"
"resource","noun","자원","/ˈɹisɔɹs/","[{""form"": ""resources"", ""tags"": [""plural""]}]"
"resource","verb","자원을 공급하다, 자원으로 사용하다","/ˈɹisɔɹs/","[{""form"": ""resources"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""resourcing"", ""tags"": [""participle"", ""present""]}, {""form"": ""resourced"", ""tags"": [""participle"", ""past""]}]"
"explicitly","adv","명백히, 분명히","","[{""form"": ""more explicitly"", ""tags"": [""comparative""]}, {""form"": ""most explicitly"", ""tags"": [""superlative""]}]"
"respond","verb","응답하다","/ɹɪˈspɒnd/","[{""form"": ""responds"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""responding"", ""tags"": [""participle"", ""present""]}, {""form"": ""responded"", ""tags"": [""participle"", ""past""]}, {""form"": ""responded"", ""tags"": [""past""]}]"
"respond","noun","응답하다","/ɹɪˈspɒnd/","[{""form"": ""responds"", ""tags"": [""plural""]}]"
"publisher","noun","출판사","/ˈpʌblɪʃɚ/","[{""form"": ""publishers"", ""tags"": [""plural""]}]"
"integrate","verb","통합하다, 융합시키다","/ˈɪn.tɪ.ɡɹeɪt/","[{""form"": ""integrates"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""integrating"", ""tags"": [""participle"", ""present""]}, {""form"": ""integrated"", ""tags"": [""participle"", ""past""]}, {""form"": ""integrated"", ""tags"": [""past""]}]"
"dominate","verb","지배(支配)하다, 우세(優勢)하다, 좌우하다, 내려다보다","/ˈdɑ.məˌneɪt/","[{""form"": ""dominates"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""dominating"", ""tags"": [""participle"", ""present""]}, {""form"": ""dominated"", ""tags"": [""participle"", ""past""]}, {""form"": ""dominated"", ""tags"": [""past""]}]"
"dominate","adj","지배(支配)하다, 우세(優勢)하다, 좌우하다, 내려다보다","/ˈdɑːmənət/","[{""form"": ""more dominate"", ""tags"": [""comparative""]}, {""form"": ""most dominate"", ""tags"": [""superlative""]}]"
"singing","noun","가창","/ˈsɪŋɪŋ/","[{""form"": ""singings"", ""tags"": [""plural""]}]"
"singing","adj","노래하는, 가창의","/ˈsɪŋɪŋ/","[{""form"": ""more singing"", ""tags"": [""comparative""]}, {""form"": ""most singing"", ""tags"": [""superlative""]}]"
"singing","verb","노래하다 (진행형)","/ˈsɪŋɪŋ/","[]"
"furthermore","adv","더욱이, 게다가","/ˈfɜː(ɹ).ðə(ɹ)ˌmɔː(ɹ)/","[]"
"curved","adj","곡선의, 굽은","/kɝːvd/","[{""form"": ""more curved"", ""tags"": [""comparative""]}, {""form"": ""most curved"", ""tags"": [""superlative""]}]"
"curved","verb","곡선의, 휜","/kɝːvd/","[]"
"instantly","adv","즉시, 즉각","/ˈɪnstəntli/","[{""form"": ""enstantly"", ""tags"": [""alternative""]}, {""form"": ""instantlie"", ""tags"": [""alternative""]}, {""form"": ""instauntly"", ""tags"": [""alternative""]}]"
"instantly","conj","~하자마자","/ˈɪnstəntli/","[{""form"": ""enstantly"", ""tags"": [""alternative""]}, {""form"": ""instantlie"", ""tags"": [""alternative""]}, {""form"": ""instauntly"", ""tags"": [""alternative""]}]"
"deputy","noun","대리인, 대리자, 의원","/ˈdɛpjəti/","[{""form"": ""deputies"", ""tags"": [""plural""]}, {""form"": ""deputee"", ""tags"": [""alternative"", ""archaic""]}]"
"deputy","verb","대리하다, 대신하다","/ˈdɛpjəti/","[{""form"": ""deputies"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""deputying"", ""tags"": [""participle"", ""present""]}, {""form"": ""deputied"", ""tags"": [""participle"", ""past""]}, {""form"": ""deputied"", ""tags"": [""past""]}, {""form"": ""deputee"", ""tags"": [""alternative"", ""archaic""]}]"
"legislative","adj","입법의, 법률의","/ˈlɛd͡ʒ.ɪ.slə.tɪv/","[{""form"": ""more legislative"", ""tags"": [""comparative""]}, {""form"": ""most legislative"", ""tags"": [""superlative""]}]"
"legislative","noun","입법부","/ˈlɛd͡ʒ.ɪ.slə.tɪv/","[{""form"": ""legislatives"", ""tags"": [""plural""]}]"
"dining","noun","식사","/ˈdaɪnɪŋ(ɡ)/","[{""form"": ""dinings"", ""tags"": [""plural""]}]"
"dining","verb","식사하는 (진행형)","/ˈdaɪnɪŋ(ɡ)/","[]"
"humorous","adj","유머러스한, 재미있는","/ˈhjuːməɹəs/","[{""form"": ""more humorous"", ""tags"": [""comparative""]}, {""form"": ""most humorous"", ""tags"": [""superlative""]}]"
"statistical","adj","통계의, 통계적인","/stəˈtɪs.tɪ.kəl/","[{""form"": ""more statistical"", ""tags"": [""comparative""]}, {""form"": ""most statistical"", ""tags"": [""superlative""]}]"
"portrait","noun","초상, 초상화","/ˈpɔːtɹeɪt/","[{""form"": ""portraits"", ""tags"": [""plural""]}, {""form"": ""pourtraict"", ""tags"": [""alternative"", ""obsolete""]}]"
"portrait","adj","초상의, 인물 사진의","/ˈpɔːtɹeɪt/","[{""form"": ""pourtraict"", ""tags"": [""alternative"", ""obsolete""]}]"
"precisely","adv","정확하게, 정밀하게","/pɹɪˈsaɪs.li/","[{""form"": ""more precisely"", ""tags"": [""comparative""]}, {""form"": ""most precisely"", ""tags"": [""superlative""]}]"
"customer","noun","손님, 손, 객, 고객, 고객님","/ˈkʌstəmə/","[{""form"": ""customers"", ""tags"": [""plural""]}]"
"restrict","verb","제한하다","/ɹɪˈstɹɪkt/","[{""form"": ""restricts"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""restricting"", ""tags"": [""participle"", ""present""]}, {""form"": ""restricted"", ""tags"": [""participle"", ""past""]}, {""form"": ""restricted"", ""tags"": [""past""]}]"
"efficient","adj","효율적인","/ɪˈfɪʃənt/","[{""form"": ""more efficient"", ""tags"": [""comparative""]}, {""form"": ""most efficient"", ""tags"": [""superlative""]}]"
"cholesterol","noun","콜레스테롤, 콜레스테린","/kəˈlɛstəɹɒl/","[{""form"": ""cholesterols"", ""tags"": [""plural""]}, {""form"": ""cholest."", ""tags"": [""alternative""]}, {""form"": ""cholesterin"", ""tags"": [""alternative""]}, {""form"": ""cholesterine"", ""tags"": [""alternative""]}]"
"unity","noun","단결, 단일, 일치","/ˈjuːnɪti/","[{""form"": ""unities"", ""tags"": [""plural""]}]"
"airline","noun","항공 회사, 항공사","/ˈɛɹˌlaɪn/","[{""form"": ""airlines"", ""tags"": [""plural""]}]"
"sample","noun","견본, 샘플","/ˈsɑːm.pəl/","[{""form"": ""samples"", ""tags"": [""plural""]}]"
"sample","verb","견본을 뽑다, 시식하다, 맛보다","/ˈsɑːm.pəl/","[{""form"": ""samples"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""sampling"", ""tags"": [""participle"", ""present""]}, {""form"": ""sampled"", ""tags"": [""participle"", ""past""]}, {""form"": ""sampled"", ""tags"": [""past""]}]"
"legitimate","adj","합법의, 정당한","/lɪˈd͡ʒɪt.ɪ.mət/","[{""form"": ""more legitimate"", ""tags"": [""comparative""]}, {""form"": ""most legitimate"", ""tags"": [""superlative""]}]"
"legitimate","noun","적출자","/lɪˈd͡ʒɪt.ɪ.mət/","[{""form"": ""legitimates"", ""tags"": [""plural""]}]"
"legitimate","verb","정당화하다","/lɪˈd͡ʒɪt.ɪ.mət/","[{""form"": ""legitimates"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""legitimating"", ""tags"": [""participle"", ""present""]}, {""form"": ""legitimated"", ""tags"": [""participle"", ""past""]}, {""form"": ""legitimated"", ""tags"": [""past""]}]"
"exciting","verb","흥분시키는, 신나게 하는","/ɪkˈsʌɪtɪŋ/","[]"
"exciting","adj","흥미진진한, 신나는","/ɪkˈsʌɪtɪŋ/","[{""form"": ""more exciting"", ""tags"": [""comparative""]}, {""form"": ""most exciting"", ""tags"": [""superlative""]}]"
"exciting","noun","흥분","/ɪkˈsʌɪtɪŋ/","[{""form"": ""excitings"", ""tags"": [""plural""]}]"
"deadline","noun","마감, 데드라인","/ˈdɛdˌlaɪn/","[{""form"": ""deadlines"", ""tags"": [""plural""]}]"
"deadline","verb","마감을 정하다","/ˈdɛdˌlaɪn/","[{""form"": ""deadlines"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""deadlining"", ""tags"": [""participle"", ""present""]}, {""form"": ""deadlined"", ""tags"": [""participle"", ""past""]}, {""form"": ""deadlined"", ""tags"": [""past""]}]"
"philosophical","adj","철학의, 철학적인","/ˌfɪl.əˈsɒf.ɪ.kl̩/","[{""form"": ""more philosophical"", ""tags"": [""comparative""]}, {""form"": ""most philosophical"", ""tags"": [""superlative""]}, {""form"": ""philosophicall"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""phylosophicall"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""phylosophical"", ""tags"": [""alternative"", ""nonstandard""]}]"
